index,class_index,class_name,mean_red,mean_green,mean_blue,std_red,std_green,std_blue,brightness,contrast,entropy
0,0,AnnualCrop,0.4278779923915863,0.38210880756378174,0.4111902713775635,0.06087090075016022,0.0365481860935688,0.02725621685385704,0.3991028964519501,0.04204229265451431,4.879012011843753
1,0,AnnualCrop,0.3930109143257141,0.4183182120323181,0.3730689287185669,0.23080362379550934,0.08321426063776016,0.06741106510162354,0.40548598766326904,0.12341185659170151,5.455448115169805
2,0,AnnualCrop,0.7002097368240356,0.5882420539855957,0.5628944635391235,0.14721614122390747,0.07028079777956009,0.06675588339567184,0.6187595725059509,0.09205659478902817,5.560011486450928
3,0,AnnualCrop,0.6014772653579712,0.5590485334396362,0.5268737077713013,0.23209309577941895,0.11611396074295044,0.10076688975095749,0.5679084062576294,0.14835035800933838,6.522534732066901
4,0,AnnualCrop,0.4597369134426117,0.4541398882865906,0.4710535407066345,0.16050393879413605,0.08946111053228378,0.07599162310361862,0.45775318145751953,0.10885366797447205,6.281175170767044
5,0,AnnualCrop,0.2718491554260254,0.37417855858802795,0.39081841707229614,0.10048248618841171,0.04833555594086647,0.04706332087516785,0.34544652700424194,0.06288590282201767,5.286094523913998
6,0,AnnualCrop,0.6076650619506836,0.49817806482315063,0.4790843725204468,0.19249197840690613,0.1164841428399086,0.08132322132587433,0.5289062857627869,0.13253480195999146,6.044232295423134
7,0,AnnualCrop,0.6043753623962402,0.48804956674575806,0.4558565020561218,0.11902561783790588,0.04319435730576515,0.03328409790992737,0.5191808342933655,0.0502370148897171,5.448589405671695
8,0,AnnualCrop,0.31296342611312866,0.37795937061309814,0.3894904851913452,0.11995773762464523,0.061996202915906906,0.04829588159918785,0.3597838282585144,0.07628645747900009,5.300418786836473
9,0,AnnualCrop,0.5507285594940186,0.4499856233596802,0.45411497354507446,0.09517170488834381,0.041833553463220596,0.0356154665350914,0.4805980324745178,0.05590280517935753,5.451606867880311
10,0,AnnualCrop,0.5261163711547852,0.4654392898082733,0.4764590859413147,0.12153248488903046,0.05348140746355057,0.04177780821919441,0.4850078523159027,0.07223087549209595,5.107502165634085
11,0,AnnualCrop,0.5393832325935364,0.44876208901405334,0.45315849781036377,0.12155613303184509,0.06978606432676315,0.04454170539975166,0.47631168365478516,0.0818570926785469,5.713409688601538
12,0,AnnualCrop,0.6709108948707581,0.5499531030654907,0.5076468586921692,0.20364929735660553,0.11571721732616425,0.07613766938447952,0.5813448429107666,0.13387204706668854,6.64763629657842
13,0,AnnualCrop,0.28626304864883423,0.3869408965110779,0.3944163918495178,0.07151640951633453,0.04125971347093582,0.03819875791668892,0.35765644907951355,0.048633866012096405,5.35923207901851
14,0,AnnualCrop,0.5612132549285889,0.49813112616539,0.4794519543647766,0.19057443737983704,0.13545012474060059,0.1265781968832016,0.5149280428886414,0.1457960456609726,6.394021920036163
15,0,AnnualCrop,0.4132554233074188,0.41432100534439087,0.42199277877807617,0.12539339065551758,0.05941831320524216,0.052285149693489075,0.4148782193660736,0.07725653797388077,5.413606006014907
16,0,AnnualCrop,0.5088427066802979,0.47099798917770386,0.458903968334198,0.13566192984580994,0.05814603716135025,0.04415670782327652,0.48095703125,0.0762232095003128,5.9011417494208445
17,0,AnnualCrop,0.522528886795044,0.487225204706192,0.4640969932079315,0.15754133462905884,0.0638277679681778,0.05215161293745041,0.4951401650905609,0.0868087038397789,5.51723596546326
18,0,AnnualCrop,0.7064366936683655,0.5935307741165161,0.5670525431632996,0.14023129642009735,0.0956638976931572,0.08862095326185226,0.6242427229881287,0.10596206039190292,6.524529605720804
19,0,AnnualCrop,0.7285299897193909,0.6235926151275635,0.5931124091148376,0.20145496726036072,0.12971636652946472,0.11159154772758484,0.6515424251556396,0.14757399260997772,6.7840870595553
20,0,AnnualCrop,0.6622395515441895,0.5644071698188782,0.5405742526054382,0.20265822112560272,0.12515456974506378,0.10015341639518738,0.5908988118171692,0.1449294090270996,6.528272152773432
21,0,AnnualCrop,0.6528435945510864,0.5094478130340576,0.4815219044685364,0.14635734260082245,0.04469606280326843,0.03418383002281189,0.549119234085083,0.07289791107177734,5.660593811885873
22,0,AnnualCrop,0.5215246081352234,0.5425149202346802,0.49496015906333923,0.22931990027427673,0.10755181312561035,0.09810539335012436,0.5307368040084839,0.14132337272167206,6.474161105642431
23,0,AnnualCrop,0.5481904745101929,0.4990282654762268,0.5204551815986633,0.11590201407670975,0.0664917603135109,0.05336847901344299,0.5161860585212708,0.07887521386146545,6.1673627676201415
24,0,AnnualCrop,0.5798665285110474,0.5408165454864502,0.49512964487075806,0.23373067378997803,0.10375907272100449,0.09366574883460999,0.5472713708877563,0.14063850045204163,6.5536528742327445
25,0,AnnualCrop,0.27055954933166504,0.29262983798980713,0.3026731014251709,0.15495876967906952,0.08936110883951187,0.053820330649614334,0.2870749235153198,0.1035509705543518,5.250978789512547
26,0,AnnualCrop,0.5447131395339966,0.5192478895187378,0.49850645661354065,0.208342507481575,0.10582534968852997,0.09219682961702347,0.5244466662406921,0.13438184559345245,6.1032093945248445
27,0,AnnualCrop,0.47295308113098145,0.48042184114456177,0.48870348930358887,0.24016132950782776,0.14580218493938446,0.12160975486040115,0.4791810214519501,0.17083948850631714,6.525706531862955
28,0,AnnualCrop,0.3249693810939789,0.3575788736343384,0.39623066782951355,0.026840314269065857,0.025926675647497177,0.018507622182369232,0.3522346019744873,0.021554088220000267,4.306469399744865
29,0,AnnualCrop,0.274946391582489,0.34664905071258545,0.3484039902687073,0.17612412571907043,0.08385535329580307,0.06647547334432602,0.3252546787261963,0.10894916951656342,5.154077429794267
30,0,AnnualCrop,0.6088159084320068,0.5250086784362793,0.488849014043808,0.20373404026031494,0.10298758745193481,0.09004651755094528,0.5459444522857666,0.13065345585346222,6.8289900661185685
31,0,AnnualCrop,0.39932599663734436,0.4421731233596802,0.43797680735588074,0.2250124216079712,0.12713265419006348,0.1057867705821991,0.4288143515586853,0.1534809023141861,6.131581165315069
32,0,AnnualCrop,0.8010799884796143,0.6418112516403198,0.6000776290893555,0.11372246593236923,0.06050281599164009,0.03897826373577118,0.6848384141921997,0.07336129248142242,5.733529630069971
33,0,AnnualCrop,0.34885016083717346,0.3868987560272217,0.4204082489013672,0.06233708932995796,0.03999006748199463,0.03464732691645622,0.37926527857780457,0.04559361934661865,5.387540048361485
34,0,AnnualCrop,0.4724331796169281,0.47466394305229187,0.47817957401275635,0.19799116253852844,0.11533387750387192,0.0955534353852272,0.4743911027908325,0.1373336762189865,6.899767580492954
35,0,AnnualCrop,0.1899806708097458,0.29721778631210327,0.3297909200191498,0.0599910207092762,0.036936599761247635,0.02494976669549942,0.2687854468822479,0.041751887649297714,4.661530243921738
36,0,AnnualCrop,0.4528799057006836,0.4322897791862488,0.42776980996131897,0.16462570428848267,0.0718236044049263,0.05858176574110985,0.43793755769729614,0.09689319878816605,6.182092473487241
37,0,AnnualCrop,0.3552705645561218,0.38898688554763794,0.4113520681858063,0.10102447867393494,0.03880290314555168,0.034848425537347794,0.381467342376709,0.05501820147037506,5.30724676295554
38,0,AnnualCrop,0.36787015199661255,0.3839566111564636,0.3666772246360779,0.20839224755764008,0.09439534693956375,0.08310282975435257,0.37724801898002625,0.12606599926948547,6.215536162698511
39,0,AnnualCrop,0.940590500831604,0.7130792737007141,0.6333132982254028,0.12604838609695435,0.0945371687412262,0.07262933999300003,0.7721191644668579,0.09631268680095673,6.0048831545505115
40,0,AnnualCrop,0.5345722436904907,0.4946097731590271,0.5023341774940491,0.2100878804922104,0.13904283940792084,0.10452086478471756,0.5074630975723267,0.15539486706256866,6.2494033254456784
41,0,AnnualCrop,0.4232556223869324,0.406042218208313,0.41468387842178345,0.13582350313663483,0.07032731920480728,0.0586584135890007,0.41218215227127075,0.08648800849914551,6.286270907002054
